Power Law graph parameters:
m=2	 alpha=2.5	 Nv=5000	 Ne=30000
beta=37 	  p=0.666667 
11328	1972	230
11329	1972	127
11330	860	1637
11331	1873	1701
11332	1973	1333
11333	1973	1098
11334	832	1353
11335	713	330
11336	894	192
11337	1255	1366
11338	1871	1594
11339	1298	1213
11340	343	1961
11341	1791	1420
11342	1753	213
11343	1445	1480
11344	1086	912
11345	1257	1263
11346	936	1120
11347	1467	1338
11348	1915	545
11349	1272	649
11350	1974	526
11351	1974	1884
11352	1747	838
11353	1259	1549
11354	1975	1835
11355	1975	700
11356	866	1248
11357	724	796
11358	1064	1824
11359	1345	1519
11360	1976	1377
11361	1976	780
11362	1873	1439
11363	1657	624
11364	1977	1506
11365	1977	1247
11366	1978	1432
11367	1978	1174
11368	767	564
11369	1478	995
11370	1979	1161
11371	1979	1816
11372	1980	823
11373	1980	256
11374	548	1679
11375	1852	926
11376	1981	1119
11377	1981	1900
11378	1318	206
11379	1782	852
11380	1982	126
11381	1982	1785
11382	1650	745
11383	892	1411
11384	1655	696
11385	1442	1030
11386	1779	911
11387	1904	1443
11388	954	1769
11389	1050	1952
11390	1213	145
11391	160	1876
11392	1141	1102
11393	1377	1241
11394	1540	1453
11395	631	617
11396	595	1424
11397	151	368
11398	1958	1703
11399	1370	1882
11400	1983	535
11401	1983	1741
11402	1362	1541
11403	1878	685
11404	1649	1333
11405	1969	787
11406	730	952
11407	1790	355
11408	603	1619
11409	1175	1388
11410	491	1099
11411	1384	532
11412	1025	1417
11413	1835	1571
11414	1899	1683
11415	1289	1777
11416	735	1652
11417	1209	622
11418	1984	210
11419	1984	1962
11420	1572	1379
11421	1548	1058
11422	1985	1346
11423	1985	258
11424	770	500
11425	573	1164
11426	1986	1096
11427	1986	744
11428	1987	500
11429	1987	1103
11430	1929	1968
11431	415	547
11432	1988	994
11433	1988	624
11434	1813	1740
11435	1528	800
11436	1902	1637
11437	1896	829
11438	1411	324
11439	659	1419
11440	1988	1420
11441	1766	483
11442	627	970
11443	394	1971
11444	1977	767
11445	1347	852
11446	135	1259
11447	931	1076
11448	720	1391
11449	510	80
11450	396	1799
11451	758	1685
11452	1164	844
11453	1631	1299
11454	1534	1840
11455	577	1922
11456	271	593
11457	1101	1598
11458	330	342
11459	261	997
11460	916	1758
11461	547	146
11462	1501	484
11463	1327	790
11464	1827	460
11465	377	352
11466	1989	1259
11467	1989	1560
11468	1990	1839
11469	1990	1306
11470	1109	1397
11471	1880	1562
11472	303	203
11473	214	235
11474	1606	1737
11475	1869	234
11476	534	1460
11477	1842	1245
11478	1821	1715
11479	1737	1134
11480	1991	706
11481	1991	1202
11482	1401	1189
11483	1630	1927
11484	1992	1910
11485	1992	1326
11486	1993	1119
11487	1993	1479
11488	1748	1321
11489	988	1073
11490	1994	1264
11491	1994	1726
11492	1995	1197
11493	1995	847
11494	539	1702
11495	923	961
11496	1996	1598
11497	1996	502
11498	1584	689
11499	1396	774
11500	1997	1796
11501	1997	1077
11502	1506	810
11503	725	802
11504	1998	105
11505	1998	1996
11506	1881	1699
11507	1698	512
11508	1999	500
11509	1999	1093
11510	1641	1251
11511	1881	1588
11512	2000	984
11513	2000	308
11514	2001	1525
11515	2001	739
11516	1216	202
11517	1429	717
11518	2002	1419
11519	2002	217
11520	2003	556
11521	2003	1524
11522	345	1736
11523	1547	1787
11524	1544	1652
11525	651	768
11526	1058	493
11527	465	638
11528	1262	1832
11529	1833	1412
11530	2004	794
11531	2004	1745
11532	1626	807
11533	1429	212
11534	1776	974
11535	1410	816
11536	2005	594
11537	2005	477
11538	1282	153
11539	1834	1022
11540	1322	922
11541	861	859
11542	1990	1392
11543	1866	1325
11544	1947	985
11545	909	1313
11546	2006	912
11547	2006	1429
11548	1265	565
11549	1672	1358
11550	1938	1981
11551	536	145
11552	1944	1176
11553	1065	484
11554	1508	1072
11555	864	694
11556	574	1740
11557	193	788
11558	568	1685
11559	243	541
11560	1673	608
11561	164	506
11562	2007	999
11563	2007	1956
11564	176	1149
11565	1873	187
11566	2008	704
11567	2008	804
11568	1554	1629
11569	588	1822
11570	642	1698
11571	1200	571
11572	2009	674
11573	2009	1973
11574	499	396
11575	1079	1795
11576	1275	1327
11577	1346	1761
11578	2010	664
11579	2010	1762
11580	2011	1908
11581	2011	1211
11582	1694	581
11583	1325	1020
11584	1408	283
11585	1707	566
11586	252	1003
11587	1992	1780
11588	1564	898
11589	608	1874
11590	2012	1617
11591	2012	1524
11592	1719	1228
11593	1210	1772
11594	937	1205
11595	1292	1952
11596	554	45
11597	168	1387
11598	2013	317
11599	2013	443
11600	2004	1536
11601	748	165
11602	1529	1071
11603	760	1218
11604	1550	1393
11605	1510	1404
11606	477	767
11607	597	1913
11608	462	1520
11609	1494	1706
11610	2014	49
11611	2014	357
11612	541	757
11613	1535	1887
11614	1110	92
11615	1672	1135
11616	2015	1986
11617	2015	865
11618	2016	1427
11619	2016	1546
11620	398	692
11621	1254	1682
11622	2017	1601
11623	2017	122
11624	1966	2006
11625	669	1926
11626	1081	1774
11627	994	695
11628	1113	529
11629	1445	1589
11630	711	1569
11631	1120	415
11632	1738	790
11633	1205	1732
11634	1465	1968
11635	1747	1922
11636	1759	359
11637	151	1386
11638	697	1576
11639	1964	1285
11640	483	219
11641	539	277
11642	2018	1445
11643	2018	1824
11644	1367	1474
11645	1453	1611
11646	2019	438
11647	2019	1134
11648	1371	1534
11649	1506	1066
11650	437	1051
11651	517	1898
11652	2020	1739
11653	2020	811
11654	1363	66
11655	1241	470
11656	2021	239
11657	2021	1909
11658	529	1398
11659	1410	1437
11660	2022	191
11661	2022	1888
11662	1336	726
11663	875	1863
11664	2023	1222
11665	2023	251
11666	418	754
11667	1900	820
11668	2024	625
11669	2024	1141
11670	2025	1349
11671	2025	1965
11672	1482	1319
11673	1624	1381
11674	447	13
11675	1450	1337
11676	695	1549
11677	1059	372
11678	27	96
11679	849	1215
11680	1178	2007
11681	933	459
11682	1601	1273
11683	808	999
11684	2026	1492
11685	2026	971
11686	791	1000
11687	1483	426
11688	1466	543
11689	1687	2007
11690	2027	945
11691	2027	266
11692	1427	812
11693	1304	1112
11694	2028	1282
11695	2028	1929
11696	1908	1138
11697	142	1179
11698	709	1642
11699	285	1257
11700	1724	1518
11701	1980	1018
11702	1755	1972
11703	1638	26
11704	1839	1927
11705	842	906
11706	2029	1685
11707	2029	1094
11708	2030	1232
11709	2030	1994
11710	2031	1888
11711	2031	1641
11712	1060	373
11713	1895	1730
11714	2032	1215
11715	2032	917
11716	535	1826
11717	1031	1228
11718	2033	383
11719	2033	727
11720	2034	2008
11721	2034	330
11722	1376	1460
11723	363	158
11724	1072	460
11725	1297	314
11726	1629	629
11727	790	1956
11728	2035	1608
11729	2035	353
11730	1464	865
11731	1961	1539
11732	1222	1226
11733	787	1009
11734	2036	1119
11735	2036	1874
11736	267	1557
11737	1676	1309
11738	1472	472
11739	844	330
11740	2037	2011
11741	2037	765
11742	2038	1564
11743	2038	1770
11744	2039	1106
11745	2039	1416
11746	1971	1706
11747	862	490
11748	1819	1804
11749	95	1701
11750	696	1365
11751	621	532
11752	2040	1301
11753	2040	1833
11754	2041	1905
11755	2041	856
11756	1233	1921
11757	1632	1743
11758	1963	1846
11759	1613	600
11760	942	1790
11761	1890	1691
11762	1169	1649
11763	1603	1433
11764	1996	1342
11765	1837	1476
11766	2042	163
11767	2042	528
11768	952	1501
11769	951	1058
11770	797	1691
11771	355	1456
11772	724	893
11773	1234	1899
11774	2043	513
11775	2043	1847
11776	1508	1356
11777	1472	1886
11778	990	835
11779	2004	2043
11780	1807	425
11781	1239	722
11782	364	1542
11783	472	1478
11784	1008	57
11785	1774	1825
11786	1807	1891
11787	1160	1362
11788	170	375
11789	215	1661
11790	1989	208
11791	1735	995
11792	301	1691
11793	1992	837
11794	2044	2015
11795	2044	476
11796	2045	771
11797	2045	919
11798	2046	123
11799	2046	1456
11800	1680	179
11801	1981	1456
11802	2047	1869
11803	2047	982
11804	2048	1765
11805	2048	1455
11806	915	1462
11807	1225	953
11808	2049	1996
11809	2049	424
11810	1128	360
11811	1065	1482
11812	2050	1420
11813	2050	2022
11814	2051	1875
11815	2051	36
11816	1720	593
11817	563	235
11818	1502	1015
11819	1706	1906
11820	2052	1355
11821	2052	1134
11822	764	1659
11823	150	951
11824	1084	1215
11825	1114	1086
11826	1964	422
11827	1371	189
11828	1766	1422
11829	1610	281
11830	847	493
11831	1644	536
11832	1975	439
11833	909	1873
11834	1451	1038
11835	255	1832
11836	949	707
11837	1911	1860
11838	1079	1311
11839	1028	1150
11840	79	1960
11841	1997	1108
11842	1734	1467
11843	2022	1334
11844	2053	546
11845	2053	515
11846	1152	1183
11847	10	1794
11848	664	665
11849	204	1657
11850	357	791
11851	1185	1541
11852	2022	994
11853	830	1580
11854	1359	57
11855	680	664
11856	866	1976
11857	318	515
11858	1130	1473
11859	1995	430
11860	664	2041
11861	1276	1277
11862	2054	1741
11863	2054	1694
11864	2055	709
11865	2055	927
11866	2056	1231
11867	2056	1036
11868	2057	655
11869	2057	499
11870	888	32
11871	1743	1927
11872	1891	1400
11873	761	1233
11874	2058	1553
11875	2058	1120
11876	981	708
11877	1592	890
11878	1686	708
11879	1150	1895
11880	2059	644
11881	2059	1367
11882	1169	1066
11883	2051	1116
11884	1071	1525
11885	1102	246
11886	2024	170
11887	1875	1457
11888	1449	638
11889	1439	525
11890	2060	145
11891	2060	2025
11892	626	700
11893	790	1724
11894	2061	125
11895	2061	235
11896	1382	1061
11897	1630	1736
11898	2062	699
11899	2062	421
11900	2063	255
11901	2063	1895
11902	1629	1745
11903	663	1957
11904	2064	255
11905	2064	187
11906	2065	1764
11907	2065	995
11908	843	1716
11909	1836	758
11910	403	342
11911	1904	1171
11912	1411	1094
11913	1037	2016
11914	2066	1934
11915	2066	1848
11916	1990	577
11917	1647	1739
11918	1999	1534
11919	1745	1999
11920	1926	1505
11921	1033	902
11922	420	569
11923	1921	1821
11924	133	792
11925	377	1937
11926	653	2032
11927	92	1485
11928	2067	1030
11929	2067	1142
11930	1364	37
11931	126	605
11932	2068	1122
11933	2068	1747
11934	1772	1005
11935	2054	2052
11936	1803	1157
11937	1556	552
11938	1990	1040
11939	485	980
11940	2069	1475
11941	2069	1712
11942	2070	815
11943	2070	1655
11944	538	1040
11945	1969	1278
11946	2071	1288
11947	2071	1531
11948	67	1779
11949	1384	1129
11950	2072	1347
11951	2072	950
11952	2073	1156
11953	2073	704
11954	1300	1429
11955	838	1650
11956	2074	1485
11957	2074	871
11958	2075	706
11959	2075	1627
11960	2017	559
11961	1868	1221
11962	1993	1129
11963	1241	250
11964	2076	1215
11965	2076	1326
11966	2077	1643
11967	2077	503
11968	1012	2003
11969	975	1756
11970	2078	1649
11971	2078	971
11972	467	984
11973	2063	1370
11974	2079	1050
11975	2079	554
11976	467	67
11977	715	1806
11978	1531	865
11979	1388	1680
11980	2080	352
11981	2080	338
11982	2081	320
11983	2081	783
11984	2082	1878
11985	2082	1430
11986	2083	1476
11987	2083	209
11988	2084	1398
11989	2084	1500
11990	2085	1740
11991	2085	1063
11992	1827	657
11993	933	1541
11994	2086	1644
11995	2086	2052
11996	1623	271
11997	1850	993
11998	573	1905
11999	1463	1712
12000	1694	172
12001	1566	1361
12002	1304	655
12003	1353	245
12004	1710	1198
12005	1107	1821
12006	2087	530
12007	2087	1869
12008	1802	1608
12009	1666	797
12010	1710	975
12011	1364	1605
12012	1136	1951
12013	2057	1484
12014	887	1679
12015	1244	1982
12016	317	1827
12017	1090	1295
12018	1305	2046
12019	1790	242
12020	2088	1422
12021	2088	1916
12022	1574	1963
12023	1260	611
12024	1038	1601
12025	1150	1583
12026	1833	2082
12027	1047	1854
12028	242	738
12029	1333	1948
12030	2089	1781
12031	2089	1681
12032	1451	1069
12033	1090	1978
12034	990	1841
12035	780	16
12036	1389	2056
12037	1371	1968
12038	1484	1815
12039	1582	1336
12040	2090	419
12041	2090	757
12042	1988	1456
12043	806	1612
12044	1864	1432
12045	1135	1716
12046	440	1870
12047	1112	1363
12048	2091	1225
12049	2091	1485
12050	1565	270
12051	705	2021
12052	2092	1764
12053	2092	1416
12054	1245	157
12055	1680	287
12056	2093	1283
12057	2093	1151
12058	2094	1282
12059	2094	560
12060	51	2079
12061	1678	719
12062	583	673
12063	1798	2045
12064	2095	748
12065	2095	2068
12066	1806	2013
12067	1980	1960
12068	316	1023
12069	434	1290
12070	1076	1330
12071	1507	1660
12072	1563	71
12073	1327	1514
12074	2096	713
12075	2096	704
12076	2097	301
12077	2097	1400
12078	2098	761
12079	2098	1483
12080	2099	1545
12081	2099	1210
12082	897	495
12083	620	1764
12084	126	213
12085	1251	1388
12086	2100	1332
12087	2100	1863
12088	2101	145
12089	2101	1802
12090	2102	2038
12091	2102	653
12092	2103	561
12093	2103	1019
12094	2104	1037
12095	2104	609
12096	2105	1533
12097	2105	1995
12098	2106	1016
12099	2106	828
12100	2107	1764
12101	2107	189
12102	411	1724
12103	645	1417
12104	1526	1572
12105	1999	272
12106	546	1533
12107	863	1031
12108	848	1171
12109	1398	1742
12110	2108	1243
12111	2108	186
12112	2109	1353
12113	2109	2082
12114	652	1746
12115	1121	1656
12116	1123	1277
12117	1100	441
12118	1697	563
12119	1844	1807
12120	1583	1152
12121	1161	1847
12122	1673	811
12123	1899	191
12124	1181	307
12125	580	295
12126	636	1061
12127	1905	427
12128	1677	1111
12129	922	2020
12130	2110	1786
12131	2110	1880
12132	1328	1404
12133	705	98
12134	759	1440
12135	711	211
12136	2111	1766
12137	2111	1486
12138	1376	1399
12139	2039	1862
12140	1720	1885
12141	714	786
12142	1352	555
12143	398	1772
12144	1172	612
12145	469	1340
12146	2112	1781
12147	2112	1690
12148	644	546
12149	1356	678
12150	1797	1368
12151	791	2007
12152	2113	1601
12153	2113	1617
12154	2114	1646
12155	2114	1728
12156	2034	855
12157	2005	2072
12158	1339	2019
12159	406	256
12160	2110	703
12161	440	1745
12162	1625	1534
12163	564	480
12164	1829	352
12165	566	1827
12166	811	1083
12167	960	1427
12168	1698	1455
12169	990	1229
12170	1149	2031
12171	540	436
12172	876	861
12173	327	229
12174	2115	759
12175	2115	1726
12176	2116	1077
12177	2116	982
12178	2117	1345
12179	2117	362
12180	836	1436
12181	1735	1296
12182	754	1846
12183	1217	1420
12184	1352	198
12185	716	248
12186	188	1339
12187	811	2008
12188	1409	1532
12189	1324	952
12190	2118	2037
12191	2118	1989
12192	677	1245
12193	301	1034
12194	2119	792
12195	2119	1548
12196	68	1067
12197	549	1290
12198	2120	491
12199	2120	1853
12200	753	1769
12201	1895	1156
12202	1253	924
12203	1573	2057
12204	294	1881
12205	1836	1586
12206	1384	593
12207	1655	1413
12208	763	1144
12209	1951	1133
12210	2121	1613
12211	2121	949
12212	1417	121
12213	769	1211
12214	2122	1852
12215	2122	1667
12216	1649	1668
12217	1272	1915
12218	2123	776
12219	2123	1654
12220	2032	983
12221	1391	1946
12222	2124	232
12223	2124	1691
12224	2125	1850
12225	2125	2092
12226	1236	1045
12227	1066	587
12228	2126	1281
12229	2126	323
12230	2127	1585
12231	2127	1305
12232	1113	935
12233	531	1263
12234	2128	272
12235	2128	698
12236	1150	446
12237	1764	2058
12238	1048	972
12239	375	1102
12240	2129	1260
12241	2129	1239
12242	2130	1942
12243	2130	936
12244	1823	1469
12245	750	1535
12246	2131	1258
12247	2131	1174
12248	2006	483
12249	1847	2076
12250	2132	1010
12251	2132	1007
12252	2133	1691
12253	2133	2026
12254	1698	1692
12255	1094	1893
12256	233	1242
12257	1027	793
12258	422	1324
12259	1160	1862
12260	526	1140
12261	1323	1487
12262	1275	1882
12263	1635	1275
12264	179	980
12265	2016	629
12266	1966	1869
12267	1609	206
12268	1389	1173
12269	711	1948
12270	2118	459
12271	69	1473
12272	358	1729
12273	856	1474
12274	2134	1380
12275	2134	2022
12276	2135	684
12277	2135	1639
12278	997	787
12279	1544	1368
12280	758	1835
12281	1828	11
12282	293	110
12283	981	1040
12284	1560	1750
12285	2039	884
12286	2136	95
12287	2136	328
12288	1549	992
12289	1505	1125
12290	1788	1615
12291	1893	1597
12292	1985	2132
12293	1923	1639
12294	2137	555
12295	2137	2121
12296	623	516
12297	1377	1956
12298	208	341
12299	2020	400
12300	464	1150
12301	803	1179
12302	390	876
12303	1951	575
12304	2138	1873
12305	2138	1280
12306	1495	706
12307	1561	1239
12308	452	1441
12309	568	918
12310	2108	2115
12311	1550	2067
12312	2139	1414
12313	2139	526
12314	2002	1046
12315	2101	699
12316	2140	1600
12317	2140	2039
12318	84	1043
12319	1527	1598
12320	1435	1975
12321	314	1034
12322	2141	774
12323	2141	1460
12324	2142	2118
12325	2142	480
12326	1553	1075
12327	538	1401
12328	1816	572
12329	734	1642
12330	1882	858
12331	784	536
12332	1711	1505
12333	735	791
12334	1140	433
12335	1148	1278
12336	210	1307
12337	487	1662
12338	756	1674
12339	1296	1287
12340	1503	1221
12341	1671	944
12342	2143	1558
12343	2143	1889
12344	1631	403
12345	2012	686
12346	2144	2118
12347	2144	1041
12348	1305	1810
12349	1988	1530
12350	2145	1294
12351	2145	1110
12352	770	131
12353	1635	886
12354	1163	162
12355	1673	2036
12356	2146	1534
12357	2146	1417
12358	2147	1275
12359	2147	1888
12360	2148	424
12361	2148	2032
12362	2149	1710
12363	2149	230
12364	2150	547
12365	2150	451
12366	2151	1653
12367	2151	407
12368	1984	2023
12369	1283	1096
12370	683	923
12371	1137	1883
12372	2152	204
12373	2152	1448
12374	2153	1360
12375	2153	1916
12376	287	1966
12377	1218	408
12378	1971	1641
12379	1936	1344
12380	756	1936
12381	697	34
12382	1302	583
12383	1412	1530
12384	2154	1827
12385	2154	939
12386	2155	1841
12387	2155	1057
12388	32	343
12389	1428	1011
12390	1086	1801
12391	1979	435
12392	1678	1703
12393	1046	1817
12394	640	1469
12395	1702	644
12396	1711	1130
12397	664	554
12398	657	1195
12399	902	1539
12400	1504	1447
12401	341	2141
12402	1438	997
12403	1672	1337
12404	740	269
12405	1369	247
12406	2156	928
12407	2156	1534
12408	29	578
12409	1056	1831
12410	1063	1369
12411	2136	555
12412	2157	273
12413	2157	776
12414	1222	750
12415	1827	1853
12416	1685	1189
12417	1669	925
12418	1979	558
12419	798	647
12420	1844	1842
12421	228	1980
12422	1535	718
12423	1274	1253
12424	2158	990
12425	2158	1679
12426	1666	1637
12427	735	1002
12428	1765	1137
12429	980	187
12430	316	1731
12431	2071	1087
12432	1734	1681
12433	1806	1560
12434	1428	1185
12435	975	1397
12436	1181	2131
12437	886	1761
12438	2159	1231
12439	2159	754
12440	2160	1050
12441	2160	1913
12442	1289	976
12443	1893	1929
12444	2161	1504
12445	2161	1506
12446	1970	1451
12447	1922	1772
12448	2162	1640
12449	2162	2119
12450	1526	606
12451	163	135
12452	1013	1652
12453	400	1595
12454	2163	1779
12455	2163	1305
12456	2164	1709
12457	2164	1900
12458	1556	451
12459	811	300
12460	656	1798
12461	1350	1897
12462	2165	1934
12463	2165	1546
12464	2166	2027
12465	2166	598
12466	478	2022
12467	802	1191
12468	2167	461
12469	2167	1705
12470	2168	871
12471	2168	1071
12472	2169	586
12473	2169	1047
12474	1161	1525
12475	1439	1448
12476	1015	949
12477	1433	1101
12478	2170	110
12479	2170	1858
12480	1360	1909
12481	507	1654
12482	2171	173
12483	2171	1926
12484	1946	677
12485	780	1826
12486	2172	419
12487	2172	1327
12488	1220	1617
12489	1527	30
12490	1511	1497
12491	905	1342
12492	1402	1340
12493	124	1980
12494	2173	1440
12495	2173	628
12496	2174	135
12497	2174	1538
12498	1955	175
12499	650	1943
12500	1403	919
12501	896	2086
12502	2015	617
12503	2071	666
12504	1264	824
12505	919	2122
12506	875	1534
12507	1162	1257
12508	2175	246
12509	2175	1489
12510	2176	202
12511	2176	1919
12512	774	994
12513	710	2099
12514	1492	1048
12515	956	1958
12516	2177	1963
12517	2177	1616
12518	1127	659
12519	362	1717
12520	1784	1337
12521	1511	2170
12522	1128	1170
12523	1164	1212
12524	997	1035
12525	1286	988
12526	1845	1849
12527	1895	908
12528	2178	1995
12529	2178	1316
12530	76	1493
12531	393	1412
12532	2159	1393
12533	988	1208
12534	1225	1222
12535	730	754
12536	2179	1778
12537	2179	151
12538	1456	1452
12539	337	557
12540	672	1045
12541	1125	1852
12542	1568	837
12543	449	830
12544	880	1257
12545	1830	579
12546	2180	1627
12547	2180	471
12548	2181	1188
12549	2181	702
12550	2182	1840
12551	2182	184
12552	1347	638
12553	2153	2118
12554	709	1725
12555	1333	1913
12556	1972	640
12557	898	1382
12558	2165	844
12559	150	1246
12560	2152	1826
12561	532	1948
12562	512	1700
12563	1280	1375
12564	522	1256
12565	1069	1924
12566	2183	1805
12567	2183	1968
12568	1850	1489
12569	1415	1135
12570	2184	1586
12571	2184	1261
12572	2185	803
12573	2185	1097
12574	2186	1526
12575	2186	1927
12576	2187	1858
12577	2187	418
12578	980	1462
12579	1165	1226
12580	1271	1645
12581	90	1493
12582	607	1869
12583	2102	1863
12584	2188	50
12585	2188	1235
12586	928	1826
12587	56	886
12588	1253	608
12589	2073	475
12590	628	946
12591	1836	613
12592	2189	1060
12593	2189	503
12594	2190	1168
12595	2190	2181
12596	2191	1446
12597	2191	1811
12598	1285	831
12599	1625	1586
12600	843	2115
12601	2006	1830
12602	2192	1989
12603	2192	135
12604	1643	1539
12605	2075	1722
12606	2017	742
12607	2035	1140
12608	366	2035
12609	1134	1166
12610	2133	1247
12611	1462	589
12612	2193	1972
12613	2193	1769
12614	1018	1304
12615	2119	1333
12616	2194	551
12617	2194	58
12618	1854	1177
12619	1557	822
12620	926	1097
12621	2024	2111
12622	428	1872
12623	2152	1099
12624	2195	1550
12625	2195	1646
12626	2196	729
12627	2196	989
12628	774	1627
12629	1859	759
12630	2197	1673
12631	2197	1032
12632	1470	1604
12633	412	1952
12634	766	1844
12635	1613	809
12636	2083	1625
12637	1819	2120
12638	1907	1917
12639	1238	395
12640	2198	1752
12641	2198	51
12642	2109	579
12643	1989	237
12644	2199	800
12645	2199	661
12646	1829	740
12647	1880	1212
12648	538	1134
12649	1014	1780
12650	1088	1349
12651	1729	706
12652	1332	2135
12653	1618	1123
12654	1235	945
12655	717	236
12656	1353	1741
12657	1252	674
12658	384	1971
12659	1475	1967
12660	2200	2075
12661	2200	463
12662	2134	895
12663	255	1355
12664	1170	865
12665	1879	1565
12666	1681	1152
12667	850	1445
12668	2201	1151
12669	2201	1542
12670	1134	2029
12671	1280	1310
12672	2202	461
12673	2202	1129
12674	2203	407
12675	2203	1900
12676	2164	453
12677	2185	1107
12678	2204	1735
12679	2204	900
12680	769	1873
12681	51	1718
12682	1950	390
12683	1189	1406
12684	2195	1575
12685	1475	1838
12686	2205	741
12687	2205	1857
12688	2206	181
12689	2206	1797
12690	1238	1472
12691	2038	166
12692	1786	1032
12693	1301	1653
12694	1604	294
12695	624	133
12696	1649	1862
12697	1632	1092
12698	1473	1798
12699	912	777
12700	1621	2078
12701	1394	1286
12702	2207	1012
12703	2207	812
12704	1300	1953
12705	304	916
12706	2208	1464
12707	2208	1961
12708	2209	14
12709	2209	154
12710	762	1503
12711	1393	1850
12712	1530	2145
12713	1491	1034
12714	1550	1130
12715	2179	1538
12716	1285	303
12717	977	658
12718	2210	1163
12719	2210	1896
12720	1243	647
12721	1329	2127
12722	1618	1289
12723	905	1644
12724	2160	231
12725	1764	1872
12726	1883	537
12727	660	1229
12728	1361	1862
12729	856	477
12730	237	2179
12731	2049	2069
12732	705	1469
12733	1593	2165
12734	2211	637
12735	2211	1978
12736	2111	1257
12737	828	1600
12738	2212	299
12739	2212	682
12740	614	1688
12741	1471	989
12742	2170	933
12743	1559	1559
12744	2213	1620
12745	2213	651
12746	904	1326
12747	1738	2178
12748	2214	1985
12749	2214	643
12750	994	1853
12751	427	1609
12752	845	845
12753	2032	876
12754	1461	2183
12755	887	1337
12756	2123	1476
12757	1905	1437
12758	2215	1236
12759	2215	1189
12760	1202	1182
12761	290	375
12762	583	1324
12763	810	1834
12764	2215	2064
12765	1384	1512
12766	18	1420
12767	69	2214
12768	664	1460
12769	2142	1813
12770	910	1902
12771	1788	570
12772	2216	633
12773	2216	1246
12774	2217	1783
12775	2217	1101
12776	991	610
12777	1700	2028
12778	2218	818
12779	2218	1345
12780	639	1005
12781	1931	733
12782	2219	1486
12783	2219	536
12784	203	2071
12785	1777	1504
12786	733	1695
12787	978	739
12788	2220	2175
12789	2220	339
12790	690	2085
12791	2148	2101
12792	1228	885
12793	668	964
12794	510	1158
12795	1223	289
12796	2221	1850
12797	2221	2168
12798	1229	2023
12799	1491	1971
12800	1639	1624
12801	1213	1411
12802	1148	506
12803	797	2181
12804	2130	627
12805	264	2174
12806	1940	662
12807	991	625
12808	1730	861
12809	463	574
12810	595	931
12811	1867	2139
12812	1896	905
12813	969	760
12814	976	952
12815	2011	1626
12816	1523	2172
12817	1324	512
12818	1940	1482
12819	829	1485
12820	436	975
12821	1730	1647
12822	1680	1761
12823	1460	1791
12824	2222	2048
12825	2222	1357
12826	2223	2116
12827	2223	464
12828	1532	1233
12829	1047	1042
12830	358	1473
12831	561	1964
12832	925	2137
12833	1819	734
12834	1578	800
12835	1949	1775
12836	1419	1057
12837	177	568
12838	2186	2060
12839	883	1463
12840	1782	588
12841	2214	1353
12842	521	670
12843	2193	2039
12844	1614	870
12845	1999	516
12846	467	1592
12847	1112	2188
12848	2224	299
12849	2224	783
12850	1018	1312
12851	2142	1997
12852	2225	1715
12853	2225	751
12854	2226	1217
12855	2226	2054
12856	1574	791
12857	1605	1735
12858	1341	1572
12859	637	2163
12860	2227	301
12861	2227	935
12862	2228	1996
12863	2228	545
12864	305	1299
12865	2144	1466
12866	2229	2112
12867	2229	1948
12868	999	427
12869	297	939
12870	2230	2107
12871	2230	2152
12872	1100	1190
12873	1519	1894
12874	2231	420
12875	2231	787
12876	1620	1516
12877	606	127
12878	314	895
12879	1376	1343
12880	604	1149
12881	886	1852
12882	2232	1994
12883	2232	238
12884	2011	1915
12885	183	763
12886	1609	251
12887	669	1259
12888	1759	1052
12889	1478	1521
12890	1116	1449
12891	707	1440
12892	2233	440
12893	2233	1135
12894	936	1986
12895	1422	1781
12896	2003	2047
12897	977	1722
12898	2205	1860
12899	610	1780
12900	1352	1886
12901	1177	360
12902	2234	508
12903	2234	1643
12904	1871	1741
12905	2138	101
12906	261	1847
12907	1029	1209
12908	1584	25
12909	671	540
12910	1303	981
12911	1423	891
12912	1068	1644
12913	339	1457
12914	1455	939
12915	2147	168
12916	2141	102
12917	1530	1494
12918	2235	293
12919	2235	1650
12920	1297	601
12921	1368	2036
12922	828	109
12923	1234	1099
12924	1503	2158
12925	2036	1406
12926	1638	1253
12927	2150	1235
12928	1994	933
12929	2188	1883
12930	2236	1635
12931	2236	204
12932	1037	1993
12933	991	1007
12934	1977	339
12935	1696	1870
12936	2237	1668
12937	2237	2051
12938	1051	2001
12939	1941	1596
12940	1709	1631
12941	1163	155
12942	818	1624
12943	1973	2217
12944	428	1472
12945	1822	2185
12946	1189	1785
12947	1403	2063
12948	1490	223
12949	2109	2078
12950	799	1186
12951	439	1943
12952	713	1903
12953	86	1055
12954	2218	1335
12955	177	1397
12956	1661	267
12957	1284	623
12958	1899	1426
12959	2091	1355
12960	1682	439
12961	806	1078
12962	1325	88
12963	701	1180
12964	650	1298
12965	982	207
12966	516	1897
12967	1177	1968
12968	773	1417
12969	1441	441
12970	491	1274
12971	591	1083
12972	1401	719
12973	1405	305
12974	1748	2164
12975	143	1493
12976	2238	58
12977	2238	1573
12978	711	1735
12979	1705	2116
12980	1412	606
12981	949	386
12982	1899	49
12983	918	1188
12984	1373	994
12985	1081	1790
12986	2239	1863
12987	2239	1948
12988	2240	1430
